Case ID,Module,Method,Endpoint,Aspect,Test Design Technique,Test Level,Scenario,Description,Where To Enter Data,Test Data,Expected HTTP Status Code,Response Schema/Contract,Test Steps,Action,Expected Result,Expected Latency (ms),Traceability ID / Log Context,Mocking Required?,Contract Reference,Risk Level,Risk Type,Dependencies,Priority,Execution Status,Owner,Sprint,Last Run Date,Defect ID,Evidence Link,Comments
API-0180,Asset Group Management,PATCH,/assetgroupmasters/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,PATCH /assetgroupmasters/:id: Asset lifecycle equivalence validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for representative partition coverage and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0180; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0181,Asset Group Management,PATCH,/assetgroupmasters/:id,Abuse,Security Abuse Case Testing,Integration,PATCH /assetgroupmasters/:id: Asset lifecycle abuse validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; duplicate asset onboarding and object-id tampering,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for malicious misuse attempt and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0181; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0182,Asset Group Management,PATCH,/assetgroupmasters/:id,Chaos,Chaos/Resilience Testing,Integration,PATCH /assetgroupmasters/:id: Asset lifecycle chaos validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for dependency/transient failure robustness and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1500,corr-id required; case=API-0182; endpoint=PATCH /assetgroupmasters/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0183,Asset Group Management,PUT,/assetgroupmasters/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,PUT /assetgroupmasters/:id: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0183; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0184,Asset Group Management,PUT,/assetgroupmasters/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,PUT /assetgroupmasters/:id: Asset lifecycle negative validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; invalid IP, missing asset_id, unsupported type",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for invalid/missing input handling and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0184; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0185,Asset Group Management,PUT,/assetgroupmasters/:id,Edge,Edge Case Analysis,Component + Integration,PUT /assetgroupmasters/:id: Asset lifecycle edge validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for uncommon but valid operating condition and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0185; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0186,Asset Group Management,PUT,/assetgroupmasters/:id,Boundary,Boundary Value Analysis,Component + Integration,PUT /assetgroupmasters/:id: Asset lifecycle boundary validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; max tags, max name length, min intervals",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for min/max threshold behavior and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0186; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0187,Asset Group Management,PUT,/assetgroupmasters/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,PUT /assetgroupmasters/:id: Asset lifecycle equivalence validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for representative partition coverage and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0187; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0188,Asset Group Management,PUT,/assetgroupmasters/:id,Abuse,Security Abuse Case Testing,Integration,PUT /assetgroupmasters/:id: Asset lifecycle abuse validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; duplicate asset onboarding and object-id tampering,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for malicious misuse attempt and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0188; endpoint=PUT /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0189,Asset Group Management,PUT,/assetgroupmasters/:id,Chaos,Chaos/Resilience Testing,Integration,PUT /assetgroupmasters/:id: Asset lifecycle chaos validation,"Validate asset onboarding/update/retrieval/deletion rules for PUT /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for PUT /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /assetgroupmasters/:id for dependency/transient failure robustness and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1500,corr-id required; case=API-0189; endpoint=PUT /assetgroupmasters/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0190,Asset Group Management,GET,/assetgroupmasters/:id/edit,Positive,Equivalence Partitioning (valid partition),Component + Integration,GET /assetgroupmasters/:id/edit: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id/edit, including duplicate and stale-object handling.",Query/Path/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id/edit; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for GET /assetgroupmasters/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id/edit for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0190; endpoint=GET /assetgroupmasters/:id/edit,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
